"","P1","P2","P3","P4","P5","P6","P7","P8"
"1463","Chocolate Cake","Casino Cake","Chocolate Eclair","Chocolate Meringue","Apple Croissant","Chocolate Croissant","Almond Twist","Chocolate Coffee"
"1464","Strawberry Cake","Almond Tart",NA,NA,NA,NA,NA,NA
"1465","Opera Cake","Vanilla Eclair","Almond Croissant",NA,NA,NA,NA,NA
"1466","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"1467","Casino Cake","Vanilla Eclair","Berry Tart",NA,NA,NA,NA,NA
"1468","Strawberry Cake","Chocolate Eclair","Apricot Croissant","Cheese Croissant","Chocolate Croissant","Vanilla Frappuccino",NA,NA
"1469","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"1470","Apple Pie","Apricot Tart","Gongolais Cookie","Vanilla Frappuccino",NA,NA,NA,NA
"1471","Chocolate Meringue",NA,NA,NA,NA,NA,NA,NA
"1472","Cheese Croissant","Raspberry Lemonade","Orange Juice",NA,NA,NA,NA,NA
"1473","Strawberry Cake","Napoleon Cake","Apricot Tart",NA,NA,NA,NA,NA
"1474","Chocolate Cake","Casino Cake","Chocolate Tart","Chocolate Coffee",NA,NA,NA,NA
"1475","Truffle Cake","Cheese Croissant",NA,NA,NA,NA,NA,NA
"1476","Lemon Cake","Coffee Eclair","Blackberry Tart","Blueberry Tart","Tuile Cookie","Blueberry Danish",NA,NA
"1477","Chocolate Meringue","Vanilla Meringue","Marzipan Cookie","Apple Croissant","Green Tea",NA,NA,NA
"1478","Blueberry Tart","Marzipan Cookie","Apricot Croissant","Hot Coffee",NA,NA,NA,NA
"1479","Ganache Cookie","Vanilla Meringue","Walnut Cookie",NA,NA,NA,NA,NA
"1480","Lemon Tart","Tuile Cookie","Apple Croissant","Almond Twist",NA,NA,NA,NA
"1481","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"1482","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"1483","Lemon Cake","Lemon Tart","Gongolais Cookie","Apricot Danish","Almond Bear Claw",NA,NA,NA
"1484","Chocolate Cake","Casino Cake","Walnut Cookie","Chocolate Coffee",NA,NA,NA,NA
"1485","Napoleon Cake","Apple Tart","Chocolate Croissant","Raspberry Lemonade",NA,NA,NA,NA
"1486","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"1487","Vanilla Eclair","Gongolais Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"1488","Berry Tart","Tuile Cookie","Bottled Water",NA,NA,NA,NA,NA
"1489","Truffle Cake","Napoleon Cake","Gongolais Cookie","Almond Croissant","Almond Bear Claw","Green Tea",NA,NA
"1490","Chocolate Tart","Pecan Tart","Walnut Cookie","Hot Coffee","Vanilla Frappuccino",NA,NA,NA
"1491","Berry Tart","Tuile Cookie","Bottled Water",NA,NA,NA,NA,NA
"1492","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"1493","Lemon Tart","Blueberry Danish","Raspberry Lemonade","Orange Juice",NA,NA,NA,NA
"1494","Coffee Eclair","Apple Pie","Blackberry Tart","Pecan Tart","Single Espresso",NA,NA,NA
"1495","Truffle Cake","Coffee Eclair","Cheese Croissant","Chocolate Coffee",NA,NA,NA,NA
"1496","Truffle Cake","Almond Tart","Blueberry Tart","Vanilla Meringue",NA,NA,NA,NA
"1497","Lemon Cake","Apricot Tart","Apricot Croissant",NA,NA,NA,NA,NA
"1498","Strawberry Cake","Vanilla Meringue","Hot Coffee",NA,NA,NA,NA,NA
"1499","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"1500","Lemon Cake","Apple Tart","Berry Tart","Apricot Croissant","Bottled Water",NA,NA,NA
"1501","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"1502","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"1503","Berry Tart","Ganache Cookie","Vanilla Meringue",NA,NA,NA,NA,NA
"1504","Apple Pie","Blackberry Tart","Cherry Tart",NA,NA,NA,NA,NA
"1505","Apple Pie","Chocolate Croissant","Raspberry Lemonade","Hot Coffee",NA,NA,NA,NA
"1506","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"1507","Chocolate Cake","Opera Cake","Cherry Tart","Apricot Danish","Green Tea",NA,NA,NA
"1508","Blueberry Tart","Vanilla Meringue",NA,NA,NA,NA,NA,NA
"1509","Berry Tart","Green Tea",NA,NA,NA,NA,NA,NA
"1510","Pecan Tart","Ganache Cookie","Raspberry Lemonade",NA,NA,NA,NA,NA
"1511","Berry Tart","Apple Croissant","Chocolate Croissant","Apricot Danish",NA,NA,NA,NA
"1512","Chocolate Cake","Truffle Cake","Blackberry Tart","Chocolate Croissant",NA,NA,NA,NA
"1513","Truffle Cake","Lemon Cookie","Apple Danish","Hot Coffee",NA,NA,NA,NA
"1514","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1515","Gongolais Cookie","Bottled Water","Chocolate Coffee",NA,NA,NA,NA,NA
"1516","Berry Tart","Almond Twist","Bottled Water",NA,NA,NA,NA,NA
"1517","Chocolate Eclair","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"1518","Vanilla Eclair","Berry Tart","Blackberry Tart","Lemon Tart","Pecan Tart","Bottled Water","Hot Coffee","Vanilla Frappuccino"
"1519","Chocolate Cake","Casino Cake","Opera Cake","Apple Pie","Chocolate Coffee",NA,NA,NA
"1520","Gongolais Cookie","Blueberry Danish",NA,NA,NA,NA,NA,NA
"1521","Almond Bear Claw",NA,NA,NA,NA,NA,NA,NA
"1522","Lemon Cake","Casino Cake","Cherry Soda",NA,NA,NA,NA,NA
"1523","Chocolate Eclair","Blackberry Tart","Marzipan Cookie",NA,NA,NA,NA,NA
"1524","Lemon Cake","Berry Tart","Lemon Tart","Apple Danish","Orange Juice","Green Tea","Bottled Water","Vanilla Frappuccino"
"1525","Truffle Cake","Gongolais Cookie","Walnut Cookie",NA,NA,NA,NA,NA
"1526","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA,NA
"1527","Vanilla Eclair","Apple Pie","Marzipan Cookie","Single Espresso",NA,NA,NA,NA
"1528","Ganache Cookie","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"1529","Berry Tart","Blueberry Tart","Vanilla Meringue","Apricot Croissant","Orange Juice","Hot Coffee",NA,NA
"1530","Berry Tart","Chocolate Tart","Bottled Water","Chocolate Coffee",NA,NA,NA,NA
"1531","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1532","Lemon Cake","Casino Cake","Strawberry Cake","Napoleon Cake","Walnut Cookie","Vanilla Frappuccino",NA,NA
"1533","Strawberry Cake","Truffle Cake","Napoleon Cake","Hot Coffee",NA,NA,NA,NA
"1534","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"1535","Marzipan Cookie","Tuile Cookie","Apple Croissant",NA,NA,NA,NA,NA
"1536","Truffle Cake","Ganache Cookie","Gongolais Cookie",NA,NA,NA,NA,NA
"1537","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"1538","Coffee Eclair","Ganache Cookie","Almond Croissant","Blueberry Danish",NA,NA,NA,NA
"1539","Apple Croissant","Apple Danish",NA,NA,NA,NA,NA,NA
"1540","Truffle Cake","Chocolate Meringue","Almond Twist","Green Tea","Hot Coffee",NA,NA,NA
"1541","Coffee Eclair","Blackberry Tart","Gongolais Cookie",NA,NA,NA,NA,NA
"1542","Almond Bear Claw","Lemon Lemonade",NA,NA,NA,NA,NA,NA
"1543","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA,NA
"1544","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"1545","Lemon Cake","Marzipan Cookie","Single Espresso",NA,NA,NA,NA,NA
"1546","Napoleon Cake","Apple Pie","Tuile Cookie","Green Tea","Bottled Water","Cherry Soda",NA,NA
"1547","Tuile Cookie","Hot Coffee",NA,NA,NA,NA,NA,NA
"1548","Berry Tart","Blueberry Danish","Bottled Water",NA,NA,NA,NA,NA
"1549","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"1550","Strawberry Cake","Coffee Eclair",NA,NA,NA,NA,NA,NA
"1551","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1552","Lemon Cake","Almond Tart","Blueberry Danish",NA,NA,NA,NA,NA
"1553","Napoleon Cake","Lemon Tart","Cheese Croissant","Orange Juice",NA,NA,NA,NA
"1554","Truffle Cake","Apple Tart","Gongolais Cookie",NA,NA,NA,NA,NA
"1555","Chocolate Cake","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"1556","Truffle Cake","Apple Pie","Gongolais Cookie","Almond Twist",NA,NA,NA,NA
"1557","Truffle Cake","Gongolais Cookie","Vanilla Meringue",NA,NA,NA,NA,NA
"1558","Apple Pie","Blueberry Tart","Vanilla Meringue","Marzipan Cookie","Walnut Cookie","Apricot Croissant","Single Espresso",NA
"1559","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"1560","Chocolate Cake","Apple Pie","Ganache Cookie","Vanilla Meringue","Hot Coffee",NA,NA,NA
"1561","Napoleon Cake","Raspberry Cookie","Chocolate Meringue","Hot Coffee",NA,NA,NA,NA
"1562","Truffle Cake","Coffee Eclair","Berry Tart","Chocolate Meringue","Vanilla Meringue","Apricot Croissant","Chocolate Coffee","Cherry Soda"
"1563","Strawberry Cake","Apple Croissant","Chocolate Coffee",NA,NA,NA,NA,NA
"1564","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"1565","Cheese Croissant","Almond Bear Claw","Orange Juice",NA,NA,NA,NA,NA
"1566","Walnut Cookie","Apple Croissant",NA,NA,NA,NA,NA,NA
"1567","Strawberry Cake","Vanilla Eclair","Apple Pie","Orange Juice",NA,NA,NA,NA
"1568","Chocolate Tart","Apricot Danish","Almond Twist","Lemon Lemonade",NA,NA,NA,NA
"1569","Strawberry Cake","Chocolate Meringue",NA,NA,NA,NA,NA,NA
"1570","Strawberry Cake",NA,NA,NA,NA,NA,NA,NA
"1571","Chocolate Eclair","Berry Tart","Vanilla Meringue","Cherry Soda",NA,NA,NA,NA
"1572","Truffle Cake","Gongolais Cookie","Cheese Croissant","Almond Twist","Single Espresso",NA,NA,NA
"1573","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"1574","Chocolate Cake","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA
"1575","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1576","Chocolate Eclair","Apricot Croissant","Lemon Lemonade",NA,NA,NA,NA,NA
"1577","Blackberry Tart","Pecan Tart","Almond Twist",NA,NA,NA,NA,NA
"1578","Lemon Cake","Apple Danish","Green Tea",NA,NA,NA,NA,NA
"1579","Vanilla Eclair","Apricot Tart","Chocolate Meringue","Cheese Croissant",NA,NA,NA,NA
"1580","Truffle Cake","Gongolais Cookie","Apricot Danish","Almond Bear Claw","Hot Coffee",NA,NA,NA
"1581","Ganache Cookie","Raspberry Cookie",NA,NA,NA,NA,NA,NA
"1582","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"1583","Vanilla Eclair","Lemon Tart","Cheese Croissant","Almond Bear Claw","Orange Juice","Green Tea",NA,NA
"1584","Casino Cake","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA
"1585","Gongolais Cookie","Cheese Croissant","Hot Coffee","Chocolate Coffee",NA,NA,NA,NA
"1586","Strawberry Cake","Vanilla Eclair","Lemon Cookie",NA,NA,NA,NA,NA
"1587","Casino Cake","Opera Cake","Truffle Cake","Apple Pie","Vanilla Meringue","Apple Danish","Blueberry Danish",NA
"1588","Lemon Cookie","Almond Croissant",NA,NA,NA,NA,NA,NA
"1589","Blackberry Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"1590","Lemon Cake","Lemon Tart","Apple Danish",NA,NA,NA,NA,NA
"1591","Chocolate Cake","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA
"1592","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"1593","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"1594","Apricot Tart","Raspberry Cookie","Cheese Croissant","Orange Juice","Hot Coffee",NA,NA,NA
"1595","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"1596","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"1597","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"1598","Apple Danish","Bottled Water",NA,NA,NA,NA,NA,NA
"1599","Apple Tart","Apple Croissant","Apple Danish",NA,NA,NA,NA,NA
"1600","Marzipan Cookie","Tuile Cookie","Apple Croissant",NA,NA,NA,NA,NA
"1601","Chocolate Cake","Casino Cake","Almond Twist","Chocolate Coffee",NA,NA,NA,NA
"1602","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"1603","Strawberry Cake","Napoleon Cake","Raspberry Lemonade",NA,NA,NA,NA,NA
"1604","Chocolate Cake","Casino Cake","Cheese Croissant","Chocolate Coffee","Vanilla Frappuccino",NA,NA,NA
"1605","Blueberry Tart","Apricot Croissant","Blueberry Danish","Hot Coffee",NA,NA,NA,NA
"1606","Strawberry Cake",NA,NA,NA,NA,NA,NA,NA
"1607","Chocolate Cake","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"1608","Strawberry Cake","Chocolate Eclair","Berry Tart","Pecan Tart","Walnut Cookie",NA,NA,NA
"1609","Lemon Cake","Opera Cake","Coffee Eclair","Cherry Tart",NA,NA,NA,NA
"1610","Chocolate Eclair","Tuile Cookie",NA,NA,NA,NA,NA,NA
"1611","Coffee Eclair","Napoleon Cake","Blackberry Tart","Single Espresso",NA,NA,NA,NA
"1612","Chocolate Eclair","Apple Tart","Pecan Tart","Ganache Cookie","Apple Danish","Single Espresso",NA,NA
"1613","Napoleon Cake","Raspberry Cookie","Almond Croissant","Orange Juice",NA,NA,NA,NA
"1614","Blueberry Tart","Gongolais Cookie","Chocolate Meringue","Tuile Cookie","Cheese Croissant","Blueberry Danish","Single Espresso",NA
"1615","Chocolate Cake","Lemon Cake","Truffle Cake","Walnut Cookie","Apricot Croissant",NA,NA,NA
"1616","Strawberry Cake","Coffee Eclair","Napoleon Cake","Apple Pie","Almond Twist",NA,NA,NA
"1617","Coffee Eclair","Blackberry Tart","Almond Twist","Vanilla Frappuccino",NA,NA,NA,NA
"1618","Lemon Cake","Apple Pie","Lemon Tart","Ganache Cookie","Green Tea",NA,NA,NA
"1619","Marzipan Cookie","Tuile Cookie","Cherry Soda",NA,NA,NA,NA,NA
"1620","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"1621","Coffee Eclair","Berry Tart","Blackberry Tart","Apricot Croissant","Single Espresso",NA,NA,NA
"1622","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1623","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"1624","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"1625","Opera Cake","Apple Croissant","Apricot Danish",NA,NA,NA,NA,NA
"1626","Blueberry Tart","Apricot Croissant",NA,NA,NA,NA,NA,NA
"1627","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"1628","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"1629","Blackberry Tart","Apple Croissant","Cherry Soda","Single Espresso",NA,NA,NA,NA
"1630","Strawberry Cake","Cherry Tart","Marzipan Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA
"1631","Coffee Eclair","Vanilla Eclair","Raspberry Cookie","Almond Bear Claw","Blueberry Danish",NA,NA,NA
"1632","Chocolate Tart","Lemon Tart","Blueberry Danish",NA,NA,NA,NA,NA
"1633","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1634","Coffee Eclair","Apple Pie","Almond Twist",NA,NA,NA,NA,NA
"1635","Lemon Cake","Raspberry Cookie","Lemon Cookie","Blueberry Danish","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA
"1636","Almond Bear Claw","Hot Coffee",NA,NA,NA,NA,NA,NA
"1637","Chocolate Cake","Opera Cake","Almond Twist",NA,NA,NA,NA,NA
"1638","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"1639","Apple Tart","Chocolate Meringue","Walnut Cookie","Chocolate Croissant","Green Tea",NA,NA,NA
"1640","Truffle Cake","Coffee Eclair","Blackberry Tart","Lemon Cookie","Raspberry Lemonade","Single Espresso",NA,NA
"1641","Truffle Cake","Cherry Tart","Raspberry Cookie","Single Espresso",NA,NA,NA,NA
"1642","Chocolate Cake","Lemon Cookie","Chocolate Coffee",NA,NA,NA,NA,NA
"1643","Casino Cake","Cherry Tart","Apricot Danish","Orange Juice",NA,NA,NA,NA
"1644","Apple Croissant","Cheese Croissant","Cherry Soda","Single Espresso",NA,NA,NA,NA
"1645","Pecan Tart","Tuile Cookie",NA,NA,NA,NA,NA,NA
"1646","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"1647","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"1648","Walnut Cookie","Apple Croissant",NA,NA,NA,NA,NA,NA
"1649","Berry Tart","Bottled Water","Single Espresso",NA,NA,NA,NA,NA
"1650","Casino Cake","Coffee Eclair","Blueberry Tart","Chocolate Tart","Apricot Croissant","Cheese Croissant","Almond Twist","Hot Coffee"
"1651","Casino Cake","Apricot Tart","Blueberry Tart","Chocolate Tart","Lemon Tart","Ganache Cookie","Chocolate Meringue",NA
"1652","Strawberry Cake","Pecan Tart","Apple Croissant",NA,NA,NA,NA,NA
"1653","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"1654","Cheese Croissant","Orange Juice","Single Espresso",NA,NA,NA,NA,NA
"1655","Chocolate Eclair","Vanilla Eclair","Almond Tart","Cheese Croissant","Almond Bear Claw",NA,NA,NA
"1656","Chocolate Meringue",NA,NA,NA,NA,NA,NA,NA
"1657","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"1658","Marzipan Cookie","Tuile Cookie","Orange Juice",NA,NA,NA,NA,NA
"1659","Apple Pie","Blackberry Tart","Lemon Tart","Chocolate Meringue",NA,NA,NA,NA
"1660","Lemon Cake","Truffle Cake","Cherry Tart","Lemon Tart","Raspberry Cookie","Apricot Danish","Cherry Soda",NA
"1661","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"1662","Lemon Cake","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA
"1663","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"1664","Opera Cake","Cherry Tart","Pecan Tart","Chocolate Croissant",NA,NA,NA,NA
"1665","Chocolate Cake","Casino Cake","Chocolate Coffee","Cherry Soda",NA,NA,NA,NA
"1666","Chocolate Cake","Almond Tart","Apple Pie","Chocolate Tart","Marzipan Cookie","Chocolate Croissant",NA,NA
"1667","Blackberry Tart","Lemon Cookie","Vanilla Meringue",NA,NA,NA,NA,NA
"1668","Strawberry Cake","Napoleon Cake","Pecan Tart","Lemon Cookie","Chocolate Croissant",NA,NA,NA
"1669","Lemon Cake","Cherry Tart","Lemon Tart",NA,NA,NA,NA,NA
"1670","Chocolate Cake","Casino Cake","Chocolate Croissant","Chocolate Coffee",NA,NA,NA,NA
"1671","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"1672","Blueberry Tart","Tuile Cookie","Chocolate Coffee",NA,NA,NA,NA,NA
"1673","Lemon Cake","Casino Cake","Vanilla Eclair","Raspberry Cookie","Lemon Cookie",NA,NA,NA
"1674","Lemon Cake","Lemon Tart","Lemon Cookie","Almond Twist",NA,NA,NA,NA
"1675","Berry Tart","Raspberry Cookie","Chocolate Meringue","Orange Juice",NA,NA,NA,NA
"1676","Apricot Tart","Berry Tart","Ganache Cookie",NA,NA,NA,NA,NA
"1677","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"1678","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"1679","Chocolate Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"1680","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"1681","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"1682","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1683","Blueberry Tart","Lemon Cookie","Vanilla Meringue","Hot Coffee",NA,NA,NA,NA
"1684","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"1685","Cherry Tart","Apricot Danish","Almond Bear Claw",NA,NA,NA,NA,NA
"1686","Almond Tart",NA,NA,NA,NA,NA,NA,NA
"1687","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"1688","Almond Tart","Cherry Tart","Tuile Cookie",NA,NA,NA,NA,NA
"1689","Lemon Cake","Walnut Cookie","Cherry Soda",NA,NA,NA,NA,NA
"1690","Casino Cake","Blackberry Tart","Almond Twist","Cherry Soda",NA,NA,NA,NA
"1691","Truffle Cake",NA,NA,NA,NA,NA,NA,NA
"1692","Lemon Cake","Cherry Tart","Lemon Cookie","Orange Juice",NA,NA,NA,NA
"1693","Apricot Tart","Chocolate Tart","Pecan Tart","Chocolate Meringue","Walnut Cookie","Apple Danish","Vanilla Frappuccino",NA
"1694","Truffle Cake","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA
"1695","Opera Cake","Cherry Tart","Walnut Cookie","Apricot Danish",NA,NA,NA,NA
"1696","Apple Tart","Walnut Cookie",NA,NA,NA,NA,NA,NA
"1697","Strawberry Cake","Apricot Tart","Chocolate Tart","Marzipan Cookie","Orange Juice",NA,NA,NA
"1698","Vanilla Eclair","Apple Pie","Almond Croissant","Almond Bear Claw","Hot Coffee",NA,NA,NA
"1699","Lemon Cake","Strawberry Cake","Napoleon Cake","Berry Tart","Lemon Tart",NA,NA,NA
"1700","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"1701","Blueberry Tart","Pecan Tart","Lemon Cookie","Apple Danish","Almond Bear Claw",NA,NA,NA
"1702","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"1703","Casino Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"1704","Raspberry Lemonade","Cherry Soda",NA,NA,NA,NA,NA,NA
"1705","Pecan Tart","Walnut Cookie","Chocolate Coffee","Cherry Soda",NA,NA,NA,NA
"1706","Apricot Tart","Marzipan Cookie","Tuile Cookie","Apple Croissant","Chocolate Croissant","Single Espresso",NA,NA
"1707","Blackberry Tart","Cherry Tart","Gongolais Cookie",NA,NA,NA,NA,NA
"1708","Pecan Tart","Gongolais Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"1709","Coffee Eclair","Blackberry Tart","Blueberry Danish","Chocolate Coffee","Single Espresso",NA,NA,NA
"1710","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1711","Napoleon Cake","Apple Croissant",NA,NA,NA,NA,NA,NA
"1712","Walnut Cookie","Apple Croissant","Chocolate Croissant","Blueberry Danish",NA,NA,NA,NA
"1713","Almond Croissant","Chocolate Croissant",NA,NA,NA,NA,NA,NA
"1714","Apple Danish","Almond Twist","Blueberry Danish",NA,NA,NA,NA,NA
"1715","Chocolate Eclair","Bottled Water",NA,NA,NA,NA,NA,NA
"1716","Strawberry Cake","Chocolate Croissant",NA,NA,NA,NA,NA,NA
"1717","Cherry Tart","Marzipan Cookie",NA,NA,NA,NA,NA,NA
"1718","Truffle Cake","Vanilla Eclair","Chocolate Croissant",NA,NA,NA,NA,NA
"1719","Casino Cake","Opera Cake","Berry Tart",NA,NA,NA,NA,NA
"1720","Berry Tart","Ganache Cookie","Bottled Water",NA,NA,NA,NA,NA
"1721","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"1722","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"1723","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1724","Tuile Cookie","Apricot Croissant",NA,NA,NA,NA,NA,NA
"1725","Casino Cake","Ganache Cookie","Chocolate Meringue","Almond Twist","Lemon Lemonade",NA,NA,NA
"1726","Lemon Cookie","Chocolate Meringue","Almond Twist","Vanilla Frappuccino",NA,NA,NA,NA
"1727","Truffle Cake",NA,NA,NA,NA,NA,NA,NA
"1728","Casino Cake","Almond Tart","Tuile Cookie",NA,NA,NA,NA,NA
"1729","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1730","Apple Tart","Almond Twist","Vanilla Frappuccino",NA,NA,NA,NA,NA
"1731","Strawberry Cake","Napoleon Cake","Blueberry Danish",NA,NA,NA,NA,NA
"1732","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"1733","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"1734","Almond Tart","Berry Tart","Pecan Tart","Chocolate Coffee",NA,NA,NA,NA
"1735","Tuile Cookie","Apricot Danish","Apple Danish",NA,NA,NA,NA,NA
"1736","Apple Pie","Apricot Croissant","Apple Danish",NA,NA,NA,NA,NA
"1737","Lemon Cake","Apricot Tart","Lemon Tart","Tuile Cookie","Vanilla Frappuccino",NA,NA,NA
"1738","Strawberry Cake","Blueberry Tart","Chocolate Meringue","Apricot Danish",NA,NA,NA,NA
"1739","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"1740","Chocolate Cake","Berry Tart","Chocolate Coffee",NA,NA,NA,NA,NA
"1741","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"1742","Chocolate Cake","Blueberry Tart","Cheese Croissant","Green Tea",NA,NA,NA,NA
"1743","Cheese Croissant","Almond Bear Claw","Orange Juice",NA,NA,NA,NA,NA
"1744","Lemon Cake","Orange Juice",NA,NA,NA,NA,NA,NA
"1745","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"1746","Chocolate Cake","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"1747","Coffee Eclair","Blackberry Tart","Apple Danish",NA,NA,NA,NA,NA
