"","P1","P2","P3","P4","P5","P6","P7","P8"
"1193","Strawberry Cake","Almond Tart","Raspberry Cookie",NA,NA,NA,NA,NA
"1194","Casino Cake","Strawberry Cake","Vanilla Eclair","Chocolate Meringue",NA,NA,NA,NA
"1195","Truffle Cake","Gongolais Cookie","Apricot Danish",NA,NA,NA,NA,NA
"1196","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"1197","Cherry Tart",NA,NA,NA,NA,NA,NA,NA
"1198","Chocolate Cake","Apple Tart","Chocolate Tart","Apple Croissant","Chocolate Croissant","Bottled Water",NA,NA
"1199","Casino Cake","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA
"1200","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"1201","Chocolate Cake","Strawberry Cake","Blackberry Tart","Blueberry Tart","Chocolate Meringue","Vanilla Meringue","Almond Twist",NA
"1202","Chocolate Cake","Chocolate Tart","Raspberry Cookie","Walnut Cookie","Chocolate Coffee",NA,NA,NA
"1203","Chocolate Meringue","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"1204","Napoleon Cake","Apricot Tart","Apple Croissant",NA,NA,NA,NA,NA
"1205","Strawberry Cake","Napoleon Cake","Raspberry Cookie","Almond Croissant",NA,NA,NA,NA
"1206","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1207","Opera Cake","Lemon Cookie","Orange Juice","Cherry Soda",NA,NA,NA,NA
"1208","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"1209","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1210","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"1211","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"1212","Truffle Cake","Blueberry Tart","Apple Croissant","Apricot Croissant",NA,NA,NA,NA
"1213","Chocolate Cake","Casino Cake","Truffle Cake","Ganache Cookie","Chocolate Coffee",NA,NA,NA
"1214","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"1215","Chocolate Cake","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"1216","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"1217","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"1218","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"1219","Casino Cake","Napoleon Cake","Apricot Tart","Cherry Tart","Gongolais Cookie","Apple Danish","Hot Coffee",NA
"1220","Vanilla Meringue","Marzipan Cookie","Tuile Cookie","Almond Croissant",NA,NA,NA,NA
"1221","Chocolate Cake","Truffle Cake","Vanilla Eclair","Napoleon Cake","Apple Pie","Chocolate Meringue",NA,NA
"1222","Truffle Cake","Gongolais Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"1223","Chocolate Tart","Lemon Tart",NA,NA,NA,NA,NA,NA
"1224","Vanilla Meringue","Lemon Lemonade","Vanilla Frappuccino",NA,NA,NA,NA,NA
"1225","Casino Cake","Chocolate Eclair","Napoleon Cake","Almond Bear Claw","Chocolate Coffee",NA,NA,NA
"1226","Chocolate Cake","Strawberry Cake","Marzipan Cookie",NA,NA,NA,NA,NA
"1227","Blueberry Tart","Marzipan Cookie","Tuile Cookie","Apple Danish","Blueberry Danish",NA,NA,NA
"1228","Coffee Eclair","Blackberry Tart","Pecan Tart","Chocolate Meringue",NA,NA,NA,NA
"1229","Apple Tart","Walnut Cookie","Apple Croissant","Apple Danish","Chocolate Coffee","Cherry Soda",NA,NA
"1230","Chocolate Tart","Walnut Cookie","Hot Coffee","Vanilla Frappuccino",NA,NA,NA,NA
"1231","Apple Tart","Chocolate Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA
"1232","Apple Pie","Cherry Soda",NA,NA,NA,NA,NA,NA
"1233","Apple Pie","Lemon Tart","Tuile Cookie","Apricot Croissant",NA,NA,NA,NA
"1234","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"1235","Raspberry Lemonade","Vanilla Frappuccino","Single Espresso",NA,NA,NA,NA,NA
"1236","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"1237","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"1238","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"1239","Chocolate Cake","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"1240","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"1241","Lemon Cake","Almond Bear Claw",NA,NA,NA,NA,NA,NA
"1242","Chocolate Cake","Blackberry Tart","Ganache Cookie","Tuile Cookie","Apricot Danish","Apple Danish",NA,NA
"1243","Berry Tart","Ganache Cookie","Walnut Cookie","Almond Croissant","Bottled Water",NA,NA,NA
"1244","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"1245","Gongolais Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"1246","Chocolate Cake","Casino Cake","Vanilla Eclair","Cheese Croissant","Almond Twist","Lemon Lemonade","Chocolate Coffee","Single Espresso"
"1247","Lemon Cake","Chocolate Tart","Green Tea",NA,NA,NA,NA,NA
"1248","Coffee Eclair","Gongolais Cookie","Almond Croissant",NA,NA,NA,NA,NA
"1249","Casino Cake","Strawberry Cake","Napoleon Cake","Apple Danish","Green Tea","Chocolate Coffee",NA,NA
"1250","Ganache Cookie","Chocolate Croissant","Apple Danish","Blueberry Danish","Hot Coffee",NA,NA,NA
"1251","Casino Cake","Opera Cake","Vanilla Eclair","Lemon Tart","Raspberry Cookie","Almond Twist","Green Tea",NA
"1252","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"1253","Opera Cake","Cherry Tart","Gongolais Cookie","Raspberry Cookie","Apricot Danish",NA,NA,NA
"1254","Napoleon Cake","Walnut Cookie",NA,NA,NA,NA,NA,NA
"1255","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"1256","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"1257","Cherry Tart","Pecan Tart","Raspberry Cookie","Marzipan Cookie",NA,NA,NA,NA
"1258","Lemon Cake","Cherry Tart",NA,NA,NA,NA,NA,NA
"1259","Napoleon Cake","Blueberry Tart","Apricot Croissant","Hot Coffee","Vanilla Frappuccino",NA,NA,NA
"1260","Truffle Cake","Gongolais Cookie","Hot Coffee",NA,NA,NA,NA,NA
"1261","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"1262","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"1263","Opera Cake","Chocolate Eclair","Berry Tart","Vanilla Meringue","Apple Croissant",NA,NA,NA
"1264","Chocolate Cake","Casino Cake","Pecan Tart","Chocolate Coffee",NA,NA,NA,NA
"1265","Almond Tart","Blueberry Tart","Orange Juice","Bottled Water","Cherry Soda",NA,NA,NA
"1266","Cherry Tart","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"1267","Orange Juice",NA,NA,NA,NA,NA,NA,NA
"1268","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"1269","Blackberry Tart","Vanilla Meringue","Apricot Danish","Chocolate Coffee",NA,NA,NA,NA
"1270","Cherry Tart","Apricot Danish","Blueberry Danish",NA,NA,NA,NA,NA
"1271","Coffee Eclair","Lemon Tart","Tuile Cookie","Cheese Croissant","Almond Bear Claw",NA,NA,NA
"1272","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"1273","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"1274","Lemon Cake","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA
"1275","Coffee Eclair","Apple Pie","Almond Twist",NA,NA,NA,NA,NA
"1276","Raspberry Cookie","Vanilla Meringue",NA,NA,NA,NA,NA,NA
"1277","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"1278","Opera Cake","Napoleon Cake","Apple Pie","Marzipan Cookie","Tuile Cookie","Almond Croissant","Almond Twist","Blueberry Danish"
"1279","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"1280","Tuile Cookie",NA,NA,NA,NA,NA,NA,NA
"1281","Apricot Tart","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA
"1282","Apricot Tart","Apricot Croissant","Chocolate Croissant","Lemon Lemonade",NA,NA,NA,NA
"1283","Strawberry Cake","Napoleon Cake","Chocolate Tart","Chocolate Croissant",NA,NA,NA,NA
"1284","Opera Cake","Cherry Tart","Apricot Danish","Bottled Water",NA,NA,NA,NA
"1285","Lemon Cookie","Cheese Croissant",NA,NA,NA,NA,NA,NA
"1286","Chocolate Meringue","Apricot Danish","Orange Juice",NA,NA,NA,NA,NA
"1287","Apricot Croissant","Blueberry Danish","Vanilla Frappuccino","Single Espresso",NA,NA,NA,NA
"1288","Chocolate Cake","Ganache Cookie",NA,NA,NA,NA,NA,NA
"1289","Berry Tart","Chocolate Tart","Lemon Tart","Apple Croissant","Apple Danish","Blueberry Danish","Chocolate Coffee",NA
"1290","Apricot Tart","Gongolais Cookie","Chocolate Meringue","Vanilla Meringue","Apple Croissant","Chocolate Croissant",NA,NA
"1291","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"1292","Strawberry Cake","Apricot Tart","Blackberry Tart","Pecan Tart",NA,NA,NA,NA
"1293","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA,NA
"1294","Chocolate Cake","Chocolate Tart","Almond Twist","Almond Bear Claw",NA,NA,NA,NA
"1295","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"1296","Vanilla Eclair","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"1297","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"1298","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"1299","Truffle Cake","Coffee Eclair","Gongolais Cookie","Green Tea",NA,NA,NA,NA
"1300","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"1301","Strawberry Cake","Chocolate Eclair","Green Tea",NA,NA,NA,NA,NA
"1302","Truffle Cake","Blueberry Tart","Chocolate Tart","Apricot Croissant","Chocolate Croissant","Hot Coffee","Vanilla Frappuccino",NA
"1303","Casino Cake","Blackberry Tart","Cherry Tart","Ganache Cookie","Vanilla Meringue","Apple Croissant","Chocolate Coffee",NA
"1304","Opera Cake","Berry Tart","Lemon Tart","Marzipan Cookie","Tuile Cookie","Lemon Lemonade",NA,NA
"1305","Chocolate Eclair","Napoleon Cake","Berry Tart","Lemon Tart","Pecan Tart","Apple Croissant","Chocolate Croissant",NA
"1306","Apricot Tart","Chocolate Meringue",NA,NA,NA,NA,NA,NA
"1307","Berry Tart","Lemon Cookie","Cheese Croissant",NA,NA,NA,NA,NA
"1308","Chocolate Eclair","Blackberry Tart","Apple Danish",NA,NA,NA,NA,NA
"1309","Pecan Tart","Chocolate Coffee","Vanilla Frappuccino","Cherry Soda",NA,NA,NA,NA
"1310","Truffle Cake","Chocolate Eclair","Blueberry Tart","Pecan Tart",NA,NA,NA,NA
"1311","Strawberry Cake","Gongolais Cookie","Hot Coffee",NA,NA,NA,NA,NA
"1312","Orange Juice",NA,NA,NA,NA,NA,NA,NA
"1313","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"1314","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"1315","Chocolate Cake","Chocolate Tart","Vanilla Frappuccino",NA,NA,NA,NA,NA
"1316","Napoleon Cake","Lemon Tart","Apricot Danish","Orange Juice","Hot Coffee",NA,NA,NA
"1317","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"1318","Coffee Eclair","Apple Pie","Almond Twist",NA,NA,NA,NA,NA
"1319","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1320","Casino Cake","Lemon Tart","Lemon Lemonade","Hot Coffee",NA,NA,NA,NA
"1321","Chocolate Tart","Vanilla Frappuccino","Cherry Soda",NA,NA,NA,NA,NA
"1322","Chocolate Cake","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA
"1323","Casino Cake","Chocolate Eclair","Berry Tart","Green Tea",NA,NA,NA,NA
"1324","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"1325","Vanilla Meringue","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"1326","Lemon Cake","Napoleon Cake","Bottled Water",NA,NA,NA,NA,NA
"1327","Berry Tart","Blackberry Tart","Cheese Croissant",NA,NA,NA,NA,NA
"1328","Almond Tart","Berry Tart","Almond Bear Claw","Orange Juice","Green Tea",NA,NA,NA
"1329","Lemon Cake","Opera Cake","Vanilla Eclair","Apricot Tart","Tuile Cookie","Lemon Lemonade","Cherry Soda","Single Espresso"
"1330","Chocolate Tart","Lemon Tart","Tuile Cookie","Almond Croissant",NA,NA,NA,NA
"1331","Apricot Tart","Cherry Tart","Almond Croissant","Chocolate Croissant","Apricot Danish",NA,NA,NA
"1332","Chocolate Tart","Walnut Cookie","Lemon Lemonade","Vanilla Frappuccino",NA,NA,NA,NA
"1333","Blueberry Tart","Pecan Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA
"1334","Apricot Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"1335","Almond Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA,NA
"1336","Cheese Croissant","Orange Juice",NA,NA,NA,NA,NA,NA
"1337","Truffle Cake","Gongolais Cookie","Almond Twist",NA,NA,NA,NA,NA
"1338","Truffle Cake","Gongolais Cookie","Tuile Cookie","Walnut Cookie","Green Tea","Vanilla Frappuccino",NA,NA
"1339","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"1340","Blackberry Tart","Apple Croissant","Hot Coffee",NA,NA,NA,NA,NA
"1341","Almond Twist",NA,NA,NA,NA,NA,NA,NA
"1342","Berry Tart","Blueberry Tart","Green Tea","Bottled Water",NA,NA,NA,NA
"1343","Coffee Eclair","Vanilla Eclair","Apple Tart","Cherry Tart","Marzipan Cookie","Chocolate Croissant","Apricot Danish","Blueberry Danish"
"1344","Coffee Eclair",NA,NA,NA,NA,NA,NA,NA
"1345","Truffle Cake","Chocolate Meringue","Vanilla Meringue","Almond Croissant","Almond Bear Claw",NA,NA,NA
"1346","Lemon Cake","Chocolate Tart","Marzipan Cookie","Tuile Cookie",NA,NA,NA,NA
"1347","Chocolate Tart","Chocolate Meringue","Lemon Lemonade","Bottled Water",NA,NA,NA,NA
"1348","Berry Tart","Apple Danish","Almond Twist","Bottled Water",NA,NA,NA,NA
"1349","Chocolate Eclair","Marzipan Cookie","Tuile Cookie","Almond Twist",NA,NA,NA,NA
"1350","Strawberry Cake","Apple Croissant",NA,NA,NA,NA,NA,NA
"1351","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"1352","Lemon Cake","Truffle Cake","Blackberry Tart","Marzipan Cookie",NA,NA,NA,NA
"1353","Opera Cake","Vanilla Frappuccino",NA,NA,NA,NA,NA,NA
"1354","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"1355","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"1356","Blueberry Tart","Apricot Croissant",NA,NA,NA,NA,NA,NA
"1357","Truffle Cake","Tuile Cookie","Almond Croissant","Almond Twist",NA,NA,NA,NA
"1358","Cherry Tart","Ganache Cookie","Gongolais Cookie","Apricot Danish",NA,NA,NA,NA
"1359","Lemon Lemonade","Hot Coffee","Cherry Soda",NA,NA,NA,NA,NA
"1360","Chocolate Meringue","Apricot Danish",NA,NA,NA,NA,NA,NA
"1361","Chocolate Tart","Walnut Cookie","Vanilla Frappuccino",NA,NA,NA,NA,NA
"1362","Blueberry Tart","Cherry Tart",NA,NA,NA,NA,NA,NA
"1363","Strawberry Cake",NA,NA,NA,NA,NA,NA,NA
"1364","Chocolate Eclair","Coffee Eclair","Chocolate Croissant","Almond Bear Claw",NA,NA,NA,NA
"1365","Chocolate Cake","Lemon Cookie","Cherry Soda",NA,NA,NA,NA,NA
"1366","Casino Cake","Pecan Tart",NA,NA,NA,NA,NA,NA
"1367","Lemon Cookie",NA,NA,NA,NA,NA,NA,NA
"1368","Opera Cake","Cherry Tart","Gongolais Cookie","Apricot Danish",NA,NA,NA,NA
"1369","Almond Tart","Marzipan Cookie","Orange Juice",NA,NA,NA,NA,NA
"1370","Napoleon Cake","Tuile Cookie",NA,NA,NA,NA,NA,NA
"1371","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"1372","Tuile Cookie",NA,NA,NA,NA,NA,NA,NA
"1373","Vanilla Eclair","Vanilla Meringue",NA,NA,NA,NA,NA,NA
"1374","Apple Tart","Apple Croissant","Apple Danish",NA,NA,NA,NA,NA
"1375","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1376","Chocolate Cake","Lemon Cake","Coffee Eclair","Lemon Tart","Ganache Cookie",NA,NA,NA
"1377","Apple Pie","Chocolate Tart","Green Tea","Vanilla Frappuccino",NA,NA,NA,NA
"1378","Truffle Cake","Gongolais Cookie","Lemon Lemonade",NA,NA,NA,NA,NA
"1379","Lemon Cake","Napoleon Cake","Lemon Tart","Chocolate Coffee",NA,NA,NA,NA
"1380","Berry Tart","Bottled Water",NA,NA,NA,NA,NA,NA
"1381","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1382","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1383","Apple Pie","Lemon Cookie","Apricot Croissant",NA,NA,NA,NA,NA
"1384","Napoleon Cake","Marzipan Cookie","Tuile Cookie","Chocolate Coffee",NA,NA,NA,NA
"1385","Vanilla Eclair","Chocolate Tart","Orange Juice","Single Espresso",NA,NA,NA,NA
"1386","Strawberry Cake","Almond Croissant","Apricot Croissant","Single Espresso",NA,NA,NA,NA
"1387","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"1388","Chocolate Eclair",NA,NA,NA,NA,NA,NA,NA
"1389","Almond Tart",NA,NA,NA,NA,NA,NA,NA
"1390","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"1391","Lemon Cake","Tuile Cookie","Cherry Soda",NA,NA,NA,NA,NA
"1392","Strawberry Cake",NA,NA,NA,NA,NA,NA,NA
"1393","Chocolate Tart","Marzipan Cookie","Tuile Cookie","Raspberry Lemonade",NA,NA,NA,NA
"1394","Truffle Cake","Gongolais Cookie","Raspberry Cookie","Tuile Cookie","Walnut Cookie","Almond Croissant","Apricot Danish",NA
"1395","Lemon Cake","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA
"1396","Lemon Cake","Casino Cake","Opera Cake","Gongolais Cookie","Blueberry Danish",NA,NA,NA
"1397","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"1398","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"1399","Chocolate Cake","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA
"1400","Lemon Tart","Apricot Croissant","Vanilla Frappuccino","Single Espresso",NA,NA,NA,NA
"1401","Berry Tart","Pecan Tart","Chocolate Croissant",NA,NA,NA,NA,NA
"1402","Berry Tart","Blackberry Tart","Marzipan Cookie","Apple Croissant","Blueberry Danish","Orange Juice",NA,NA
"1403","Casino Cake","Strawberry Cake","Vanilla Eclair","Napoleon Cake","Cherry Tart","Cherry Soda",NA,NA
"1404","Tuile Cookie","Green Tea","Vanilla Frappuccino",NA,NA,NA,NA,NA
"1405","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"1406","Apple Pie",NA,NA,NA,NA,NA,NA,NA
"1407","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"1408","Strawberry Cake","Napoleon Cake",NA,NA,NA,NA,NA,NA
"1409","Lemon Cake","Tuile Cookie","Cheese Croissant","Apricot Danish","Cherry Soda",NA,NA,NA
"1410","Berry Tart","Cherry Tart","Apple Danish","Cherry Soda",NA,NA,NA,NA
"1411","Berry Tart","Chocolate Tart","Lemon Tart","Bottled Water","Chocolate Coffee",NA,NA,NA
"1412","Lemon Cake","Opera Cake","Lemon Tart","Almond Croissant","Almond Twist","Cherry Soda",NA,NA
"1413","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade",NA,NA,NA,NA
"1414","Berry Tart","Pecan Tart","Cheese Croissant",NA,NA,NA,NA,NA
"1415","Coffee Eclair","Blackberry Tart","Almond Twist","Blueberry Danish",NA,NA,NA,NA
"1416","Casino Cake","Marzipan Cookie","Tuile Cookie","Apricot Croissant","Single Espresso",NA,NA,NA
"1417","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"1418","Lemon Cake","Casino Cake","Apple Pie","Cherry Tart",NA,NA,NA,NA
"1419","Strawberry Cake","Chocolate Eclair","Apple Pie","Orange Juice",NA,NA,NA,NA
"1420","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"1421","Apple Tart","Berry Tart","Chocolate Tart","Ganache Cookie","Marzipan Cookie","Tuile Cookie","Cheese Croissant",NA
"1422","Truffle Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"1423","Apple Tart","Apple Croissant","Apple Danish","Cherry Soda",NA,NA,NA,NA
"1424","Pecan Tart","Lemon Cookie","Walnut Cookie",NA,NA,NA,NA,NA
"1425","Almond Tart","Marzipan Cookie","Tuile Cookie","Apricot Danish","Chocolate Coffee",NA,NA,NA
"1426","Berry Tart","Apple Croissant",NA,NA,NA,NA,NA,NA
"1427","Coffee Eclair","Apple Tart","Marzipan Cookie","Walnut Cookie","Green Tea",NA,NA,NA
"1428","Lemon Cake","Raspberry Cookie","Apple Danish",NA,NA,NA,NA,NA
"1429","Coffee Eclair","Walnut Cookie","Apple Danish","Raspberry Lemonade","Vanilla Frappuccino",NA,NA,NA
"1430","Lemon Cake","Lemon Tart",NA,NA,NA,NA,NA,NA
"1431","Chocolate Cake","Vanilla Eclair","Pecan Tart","Raspberry Cookie","Apricot Croissant",NA,NA,NA
"1432","Lemon Cake","Chocolate Eclair","Chocolate Meringue",NA,NA,NA,NA,NA
"1433","Chocolate Cake","Casino Cake","Chocolate Meringue","Apple Danish",NA,NA,NA,NA
"1434","Chocolate Cake","Gongolais Cookie",NA,NA,NA,NA,NA,NA
"1435","Strawberry Cake","Blackberry Tart","Apricot Danish","Almond Bear Claw",NA,NA,NA,NA
"1436","Opera Cake","Cherry Tart","Apricot Danish",NA,NA,NA,NA,NA
"1437","Blueberry Tart","Apricot Croissant",NA,NA,NA,NA,NA,NA
"1438","Truffle Cake","Coffee Eclair","Orange Juice",NA,NA,NA,NA,NA
"1439","Almond Croissant","Cheese Croissant","Chocolate Croissant",NA,NA,NA,NA,NA
"1440","Lemon Cake","Blueberry Tart","Walnut Cookie","Apricot Croissant","Hot Coffee",NA,NA,NA
"1441","Almond Twist","Chocolate Coffee",NA,NA,NA,NA,NA,NA
"1442","Raspberry Lemonade",NA,NA,NA,NA,NA,NA,NA
"1443","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"1444","Opera Cake","Napoleon Cake","Blueberry Tart","Marzipan Cookie","Tuile Cookie","Apple Croissant","Orange Juice",NA
"1445","Coffee Eclair","Blackberry Tart","Single Espresso",NA,NA,NA,NA,NA
"1446","Casino Cake","Vanilla Eclair",NA,NA,NA,NA,NA,NA
"1447","Lemon Cake","Apple Croissant","Cheese Croissant","Apricot Danish","Orange Juice",NA,NA,NA
"1448","Strawberry Cake",NA,NA,NA,NA,NA,NA,NA
"1449","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
"1450","Strawberry Cake","Chocolate Meringue","Tuile Cookie",NA,NA,NA,NA,NA
"1451","Raspberry Lemonade",NA,NA,NA,NA,NA,NA,NA
"1452","Coffee Eclair","Marzipan Cookie","Tuile Cookie","Cherry Soda",NA,NA,NA,NA
"1453","Coffee Eclair","Apple Pie","Almond Twist","Hot Coffee",NA,NA,NA,NA
"1454","Chocolate Eclair","Cherry Soda",NA,NA,NA,NA,NA,NA
"1455","Strawberry Cake","Cherry Tart","Gongolais Cookie","Vanilla Meringue","Almond Twist",NA,NA,NA
"1456","Berry Tart",NA,NA,NA,NA,NA,NA,NA
"1457","Chocolate Eclair","Raspberry Cookie","Lemon Cookie","Almond Twist","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA
"1458","Opera Cake","Cherry Tart","Lemon Tart","Ganache Cookie","Apricot Danish",NA,NA,NA
"1459","Almond Croissant","Apricot Croissant","Chocolate Coffee",NA,NA,NA,NA,NA
"1460","Coffee Eclair",NA,NA,NA,NA,NA,NA,NA
"1461","Chocolate Cake","Casino Cake","Chocolate Coffee",NA,NA,NA,NA,NA
"1462","Apple Tart","Gongolais Cookie","Almond Twist",NA,NA,NA,NA,NA
"1463","Chocolate Eclair","Chocolate Tart","Gongolais Cookie","Cheese Croissant",NA,NA,NA,NA
"1464","Almond Tart","Raspberry Cookie","Vanilla Meringue","Marzipan Cookie","Orange Juice",NA,NA,NA
"1465","Casino Cake","Vanilla Eclair","Berry Tart","Apple Danish",NA,NA,NA,NA
"1466","Walnut Cookie","Blueberry Danish","Lemon Lemonade",NA,NA,NA,NA,NA
"1467","Truffle Cake","Vanilla Eclair","Napoleon Cake","Marzipan Cookie","Tuile Cookie","Cherry Soda",NA,NA
"1468","Blueberry Tart","Apricot Croissant","Hot Coffee",NA,NA,NA,NA,NA
"1469","Chocolate Cake","Lemon Cake","Coffee Eclair","Apricot Tart","Apricot Danish","Raspberry Lemonade","Chocolate Coffee",NA
"1470","Opera Cake","Vanilla Eclair","Apple Pie","Cherry Tart","Apricot Danish",NA,NA,NA
"1471","Raspberry Cookie","Lemon Cookie","Lemon Lemonade","Raspberry Lemonade","Green Tea",NA,NA,NA
